o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
4203810,85468,O,114370.08,1997-10-12,4-NOT SPECIFIED,Clerk#000000931,0,ously slyly special foxes. enticingly regular packages bo
4203811,40075,O,53779.81,1997-12-09,5-LOW,Clerk#000000888,0,dencies. accounts nod furiously carefully final pinto beans. packages a
4203812,9385,O,128910.66,1997-11-11,5-LOW,Clerk#000000423,0,eposits. blithely regular dependencies above the depend
4203813,64354,F,205841.88,1992-10-16,5-LOW,Clerk#000000252,0,". final, special excuses wake quickly. quickly regu"
4203814,69235,O,206840.32,1997-06-10,4-NOT SPECIFIED,Clerk#000000459,0,"lar packages. express, final platelets cajole carefully across the "
4203815,73859,F,55455.60,1992-03-22,2-HIGH,Clerk#000000816,0,riously ironic dependen
4203840,87035,O,148640.18,1996-05-02,1-URGENT,Clerk#000000643,0,"s. ironic, even depo"
4203841,136027,F,228276.87,1992-05-01,5-LOW,Clerk#000000593,0,y bold foxes above the unusual accounts are carefully acro
4203842,35107,F,188094.51,1993-06-10,5-LOW,Clerk#000000982,0,ts use alongside of the ideas
4203843,80749,O,228526.91,1998-01-24,3-MEDIUM,Clerk#000000089,0, the furiously busy dinos. packages haggle slyly. blithely ruthless fray
4203844,91432,F,118650.04,1993-08-17,5-LOW,Clerk#000000559,0,ideas cajole slyly regular deposits-- quickly ironic dugouts t
4203845,91849,O,40077.79,1996-10-23,1-URGENT,Clerk#000000020,0,uffily ironic requests. fluffily final accounts alongside of the packa
4203846,26882,O,173947.56,1996-02-07,1-URGENT,Clerk#000000128,0,ully ironic requests. ironic ideas are slyly. slyly fina
4203847,2800,O,38264.14,1995-10-03,1-URGENT,Clerk#000000606,0,"ore the silent requests. unusual, final instructions wake quickly! regular"
4203872,102859,F,210494.84,1994-07-27,1-URGENT,Clerk#000000961,0,ously final pearls un
4203873,145601,F,171931.56,1993-12-17,2-HIGH,Clerk#000000566,0,ously final packages. pinto beans 
4203874,4991,O,72241.29,1996-10-23,4-NOT SPECIFIED,Clerk#000000721,0,"ly according to the unusual requests-- even, special accounts affix. fu"
4203875,28789,F,42076.24,1993-01-13,3-MEDIUM,Clerk#000000907,0,lar deposits cajole fluffily a
4203876,98761,F,219776.11,1993-11-14,3-MEDIUM,Clerk#000000070,0,s. furiously final accounts detect about the slyly close requests. 
4203877,108565,F,9020.26,1994-07-28,4-NOT SPECIFIED,Clerk#000000462,0, packages dazzle quickly above the regular
4203878,50776,O,165891.21,1998-03-21,2-HIGH,Clerk#000000685,0,"y final packages haggle carefully-- pending, enticing pinto beans wake accordi"
4203879,10402,O,198348.37,1996-04-13,1-URGENT,Clerk#000000703,0,"ully ironic accounts. unusual packages haggle. special, bold"
4203904,64561,F,155745.17,1993-04-27,3-MEDIUM,Clerk#000000109,0,ickly slyly unusual attainments; furiously pending
4203905,126632,O,305805.33,1996-12-05,5-LOW,Clerk#000000367,0,"s. pinto beans play above the express, ironic pinto beans. blithely special ti"
4203906,98038,O,84594.92,1997-08-28,3-MEDIUM,Clerk#000000106,0, fluffily. blithely regular 
4203907,106684,O,154835.60,1997-12-26,1-URGENT,Clerk#000000599,0,final requests. slyly final
4203908,65960,F,169215.50,1994-04-13,3-MEDIUM,Clerk#000000862,0,thes are around the blithely regular pinto beans. furiously pending a
4203909,88513,F,157887.24,1992-11-10,3-MEDIUM,Clerk#000000993,0,pending instructions sleep carefully after the unusual packages. quickly
4203910,63802,F,169522.53,1994-11-01,2-HIGH,Clerk#000000547,0,cajole slyly slyly express deposits. carefully pendin
4203911,94994,F,180562.11,1992-05-21,1-URGENT,Clerk#000000503,0,"y regular ideas. express, ironic f"
4203936,113293,F,55112.51,1992-12-31,3-MEDIUM,Clerk#000000244,0,ously fluffily regular accounts. re
4203937,10279,F,130102.32,1993-10-19,3-MEDIUM,Clerk#000000369,0,about the bold pinto beans. car
4203938,92482,P,272129.75,1995-03-14,1-URGENT,Clerk#000000050,0,symptotes haggle? bold packages slee
4203939,38264,O,102507.90,1996-10-11,3-MEDIUM,Clerk#000000875,0,ounts use furiously. bold deposits cajole. 
4203940,42014,F,260239.37,1992-05-25,1-URGENT,Clerk#000000111,0,gainst the busily ironic deposits wake according to the bold t
4203941,63559,F,190330.40,1993-02-28,2-HIGH,Clerk#000000341,0,heodolites sleep according to th
4203942,63337,F,251260.35,1995-02-03,1-URGENT,Clerk#000000615,0,s use daringly carefully bold requests. quickly bold accounts
4203943,97333,F,48798.41,1995-01-28,2-HIGH,Clerk#000000941,0,ecial accounts boost slyly. instructions are careful
4203968,112334,O,269312.47,1995-07-02,2-HIGH,Clerk#000000693,0," bold instructions. carefully final deposits affix according to the pending, r"
4203969,86186,O,103028.56,1996-04-28,5-LOW,Clerk#000000601,0,uests sleep ruthlessly. bold foxes try to
4203970,112175,F,22526.50,1992-04-09,2-HIGH,Clerk#000000642,0,iously final deposits cajole fluffily a
4203971,117718,F,213387.78,1994-05-18,3-MEDIUM,Clerk#000000575,0,carefully regular packages
4203972,108929,F,44500.30,1995-01-03,1-URGENT,Clerk#000000702,0,"inst the blithely ruthless dependencies. unusual, bo"
4203973,9349,F,185467.00,1994-01-12,2-HIGH,Clerk#000000678,0,"kly around the final asymptotes. even, ev"
4203974,56194,O,122589.43,1996-02-28,3-MEDIUM,Clerk#000000468,0,ys blithe deposits. slyly unusual instruction
4203975,34678,F,65107.34,1994-12-07,1-URGENT,Clerk#000000872,0,slyly final packages. carefully even packages doubt blithely. ironic package
